year,population,country-code
1990,12412311,4
1991,13299016,4
1992,14485543,4
1993,15816601,4
1994,17075728,4
1995,18110662,4
1996,18853444,4
1997,19357126,4
1998,19737770,4
1999,20170847,4
2000,20779957,4
2001,21606992,4
2002,22600774,4
2003,23680871,4
2004,24726689,4
2005,25654274,4
2006,26433058,4
2007,27100542,4
2008,27722281,4
2009,28394806,4
2010,29185511,4
2011,30117411,4
2012,31161378,4
2013,32269592,4
2014,33370804,4
2015,34413603,4
2016,35383028,4
2017,36296111,4
2018,37171922,4
2019,38041757,4
2020,38928341,4
1990,3286542,8
1991,3266790,8
1992,3247039,8
1993,3227287,8
1994,3207536,8
1995,3187784,8
1996,3168033,8
1997,3148281,8
1998,3128530,8
1999,3108778,8
2000,3089027,8
2001,3060173,8
2002,3051010,8
2003,3039616,8
2004,3026939,8
2005,3011487,8
2006,2992547,8
2007,2970017,8
2008,2947314,8
2009,2927519,8
2010,2913021,8
2011,2905195,8
2012,2900401,8
2013,2895092,8
2014,2889104,8
2015,2880703,8
2016,2876101,8
2017,2873457,8
2018,2866376,8
2019,2854191,8
2020,2837849,8
1990,25758872,12
1991,26400468,12
1992,27028330,12
1993,27635517,12
1994,28213777,12
1995,28757788,12
1996,29266415,12
1997,29742980,12
1998,30192750,12
1999,30623406,12
2000,31042238,12
2001,31451513,12
2002,31855110,12
2003,32264159,12
2004,32692153,12
2005,33149720,12
2006,33641007,12
2007,34166976,12
2008,34730604,12
2009,35333882,12
2010,35977451,12
2011,36661438,12
2012,37383899,12
2013,38140135,12
2014,38923688,12
2015,39728020,12
2016,40551398,12
2017,41389174,12
2018,42228415,12
2019,43053054,12
2020,43851043,12
1990,47351,16
1991,48682,16
1992,49900,16
1993,51025,16
1994,52099,16
1995,53158,16
1996,54209,16
1997,55227,16
1998,56180,16
1999,57049,16
2000,57816,16
2001,58496,16
2002,59077,16
2003,59495,16
2004,59684,16
2005,59557,16
2006,59109,16
2007,58367,16
2008,57490,16
2009,56675,16
2010,56084,16
2011,55755,16
2012,55669,16
2013,55717,16
2014,55791,16
2015,55806,16
2016,55739,16
2017,55617,16
2018,55461,16
2019,55312,16
2020,55197,16
1990,54508,20
1991,56666,20
1992,58882,20
1993,60974,20
1994,62676,20
1995,63860,20
1996,64363,20
1997,64318,20
1998,64140,20
1999,64368,20
2000,65390,20
2001,67344,20
2002,70048,20
2003,73180,20
2004,76250,20
2005,78871,20
2006,80995,20
2007,82682,20
2008,83860,20
2009,84461,20
2010,84454,20
2011,83748,20
2012,82427,20
2013,80770,20
2014,79213,20
2015,77993,20
2016,77295,20
2017,76997,20
2018,77008,20
2019,77146,20
2020,77265,20
1990,11848385,24
1991,12248901,24
1992,12657361,24
1993,13075044,24
1994,13503753,24
1995,13945205,24
1996,14400722,24
1997,14871572,24
1998,15359600,24
1999,15866871,24
2000,16395477,24
2001,16945753,24
2002,17519418,24
2003,18121477,24
2004,18758138,24
2005,19433604,24
2006,20149905,24
2007,20905360,24
2008,21695636,24
2009,22514275,24
2010,23356247,24
2011,24220660,24
2012,25107925,24
2013,26015786,24
2014,26941773,24
2015,27884380,24
2016,28842482,24
2017,29816769,24
2018,30809787,24
2019,31825299,24
2020,32866268,24
1990,62533,28
1991,63363,28
1992,64459,28
1993,65777,28
1994,67201,28
1995,68672,28
1996,70176,28
1997,71707,28
1998,73219,28
1999,74674,28
2000,76007,28
2001,77212,28
2002,78298,28
2003,79311,28
2004,80347,28
2005,81462,28
2006,82715,28
2007,84029,28
2008,85394,28
2009,86743,28
2010,88030,28
2011,89250,28
2012,90407,28
2013,91510,28
2014,92562,28
2015,93571,28
2016,94520,28
2017,95425,28
2018,96282,28
2019,97115,28
2020,97928,28
1990,32618648,32
1991,33079002,32
1992,33529320,32
1993,33970103,32
1994,34402669,32
1995,34828168,32
1996,35246376,32
1997,35657438,32
1998,36063451,32
1999,36467218,32
2000,36870796,32
2001,37275644,32
2002,37681743,32
2003,38087866,32
2004,38491970,32
2005,38892924,32
2006,39289876,32
2007,39684303,32
2008,40080159,32
2009,40482786,32
2010,40788453,32
2011,41261490,32
2012,41733271,32
2013,42202935,32
2014,42669500,32
2015,43131966,32
2016,43590368,32
2017,44044811,32
2018,44494502,32
2019,44938712,32
2020,45376763,32
1990,3538164,51
1991,3505249,51
1992,3442820,51
1993,3363111,51
1994,3283664,51
1995,3217349,51
1996,3168213,51
1997,3133081,51
1998,3108691,51
1999,3089020,51
2000,3069597,51
2001,3050686,51
2002,3033976,51
2003,3017938,51
2004,3000715,51
2005,2981262,51
2006,2958301,51
2007,2932615,51
2008,2907615,51
2009,2888094,51
2010,2877314,51
2011,2876536,51
2012,2884239,51
2013,2897593,51
2014,2912403,51
2015,2925559,51
2016,2936147,51
2017,2944789,51
2018,2951741,51
2019,2957728,51
2020,2963234,51
1990,62152,533
1991,64623,533
1992,68240,533
1993,72495,533
1994,76705,533
1995,80324,533
1996,83211,533
1997,85450,533
1998,87280,533
1999,89009,533
2000,90866,533
2001,92892,533
2002,94992,533
2003,97016,533
2004,98744,533
2005,100028,533
2006,100830,533
2007,101226,533
2008,101362,533
2009,101452,533
2010,101665,533
2011,102050,533
2012,102565,533
2013,103165,533
2014,103776,533
2015,104339,533
2016,104865,533
2017,105361,533
2018,105846,533
2019,106310,533
2020,106766,533
1990,17065100,36
1991,17284000,36
1992,17495000,36
1993,17667000,36
1994,17855000,36
1995,18072000,36
1996,18311000,36
1997,18517000,36
1998,18711000,36
1999,18926000,36
2000,19153000,36
2001,19413000,36
2002,19651400,36
2003,19895400,36
2004,20127400,36
2005,20394800,36
2006,20697900,36
2007,20827600,36
2008,21249200,36
2009,21691700,36
2010,22031750,36
2011,22340024,36
2012,22733465,36
2013,23128129,36
2014,23475686,36
2015,23815995,36
2016,24190907,36
2017,24601860,36
2018,24982688,36
2019,25365745,36
2020,25693267,36
1990,7677850,40
1991,7754891,40
1992,7840709,40
1993,7905633,40
1994,7936118,40
1995,7948278,40
1996,7959017,40
1997,7968041,40
1998,7976789,40
1999,7992324,40
2000,8011566,40
2001,8042293,40
2002,8081957,40
2003,8121423,40
2004,8171966,40
2005,8227829,40
2006,8268641,40
2007,8295487,40
2008,8321496,40
2009,8343323,40
2010,8363404,40
2011,8391643,40
2012,8429991,40
2013,8479823,40
2014,8546356,40
2015,8642699,40
2016,8736668,40
2017,8797566,40
2018,8840521,40
2019,8879920,40
2020,8916864,40
1990,7175200,31
1991,7271300,31
1992,7382050,31
1993,7494800,31
1994,7596550,31
1995,7684850,31
1996,7763000,31
1997,7838250,31
1998,7913000,31
1999,7982750,31
2000,8048600,31
2001,8111200,31
2002,8171950,31
2003,8234100,31
2004,8306500,31
2005,8391850,31
2006,8484550,31
2007,8581300,31
2008,8763400,31
2009,8947243,31
2010,9054332,31
2011,9173082,31
2012,9295784,31
2013,9416801,31
2014,9535079,31
2015,9649341,31
2016,9757812,31
2017,9854033,31
2018,9939771,31
2019,10024283,31
2020,10093121,31
1990,256227,44
1991,261007,44
1992,266028,44
1993,271065,44
1994,275849,44
1995,280179,44
1996,283980,44
1997,287363,44
1998,290600,44
1999,294063,44
2000,298045,44
2001,302618,44
2002,307657,44
2003,313123,44
2004,318893,44
2005,324848,44
2006,331032,44
2007,337387,44
2008,343680,44
2009,349600,44
2010,354936,44
2011,359583,44
2012,363581,44
2013,367162,44
2014,370625,44
2015,374200,44
2016,377923,44
2017,381749,44
2018,385635,44
2019,389486,44
2020,393248,44
1990,495927,48
1991,509762,48
1992,523082,48
1993,536212,48
1994,549590,48
1995,563698,48
1996,578661,48
1997,594927,48
1998,613697,48
1999,636540,48
2000,664610,48
2001,697550,48
2002,735140,48
2003,778708,48
2004,829846,48
2005,889157,48
2006,958423,48
2007,1035924,48
2008,1114645,48
2009,1185075,48
2010,1240864,48
2011,1278153,48
2012,1299942,48
2013,1315029,48
2014,1336073,48
2015,1371853,48
2016,1425793,48
2017,1494077,48
2018,1569440,48
2019,1641164,48
2020,1701583,48
1990,103171957,50
1991,105599125,50
1992,107983708,50
1993,110350641,50
1994,112737684,50
1995,115169933,50
1996,117649927,50
1997,120160571,50
1998,122682818,50
1999,125189655,50
2000,127657862,50
2001,130088709,50
2002,132478077,50
2003,134791598,50
2004,136986429,50
2005,139035505,50
2006,140921154,50
2007,142660381,50
2008,144304164,50
2009,145924795,50
2010,147575433,50
2011,149273134,50
2012,151005733,50
2013,152761413,50
2014,154517385,50
2015,156256287,50
2016,157977151,50
2017,159685421,50
2018,161376713,50
2019,163046173,50
2020,164689383,50
1990,260933,52
1991,261912,52
1992,262890,52
1993,263869,52
1994,264893,52
1995,265955,52
1996,267047,52
1997,268183,52
1998,269334,52
1999,270455,52
2000,271511,52
2001,272494,52
2002,273423,52
2003,274331,52
2004,275283,52
2005,276320,52
2006,277475,52
2007,278701,52
2008,279946,52
2009,281107,52
2010,282131,52
2011,282987,52
2012,283698,52
2013,284294,52
2014,284825,52
2015,285327,52
2016,285798,52
2017,286229,52
2018,286640,52
2019,287021,52
2020,287371,52
1990,10189348,112
1991,10194050,112
1992,10216470,112
1993,10239050,112
1994,10226955,112
1995,10193831,112
1996,10159569,112
1997,10117433,112
1998,10071963,112
1999,10026738,112
2000,9979610,112
2001,9928549,112
2002,9865548,112
2003,9796749,112
2004,9730146,112
2005,9663915,112
2006,9604924,112
2007,9560953,112
2008,9527985,112
2009,9504583,112
2010,9483836,112
2011,9461643,112
2012,9446836,112
2013,9443211,112
2014,9448515,112
2015,9461076,112
2016,9469379,112
2017,9458989,112
2018,9438785,112
2019,9419758,112
2020,9379952,112
1990,9967379,56
1991,10004486,56
1992,10045158,56
1993,10084475,56
1994,10115603,56
1995,10136811,56
1996,10156637,56
1997,10181245,56
1998,10203008,56
1999,10226419,56
2000,10251250,56
2001,10286570,56
2002,10332785,56
2003,10376133,56
2004,10421137,56
2005,10478617,56
2006,10547958,56
2007,10625700,56
2008,10709973,56
2009,10796493,56
2010,10895586,56
2011,11038264,56
2012,11106932,56
2013,11159407,56
2014,11209057,56
2015,11274196,56
2016,11331422,56
2017,11375158,56
2018,11427054,56
2019,11488980,56
2020,11544241,56
1990,187554,84
1991,191136,84
1992,194324,84
1993,197625,84
1994,201679,84
1995,206962,84
1996,213660,84
1997,221575,84
1998,230248,84
1999,238979,84
2000,247310,84
2001,255068,84
2002,262387,84
2003,269428,84
2004,276516,84
2005,283798,84
2006,291338,84
2007,299031,84
2008,306822,84
2009,314655,84
2010,322465,84
2011,330236,84
2012,338001,84
2013,345707,84
2014,353366,84
2015,360926,84
2016,368399,84
2017,375775,84
2018,383071,84
2019,390351,84
2020,397621,84
1990,4978489,204
1991,5149496,204
1992,5331805,204
1993,5521761,204
1994,5714215,204
1995,5905552,204
1996,6094272,204
1997,6281644,204
1998,6470275,204
1999,6664102,204
2000,6865946,204
2001,7076728,204
2002,7295400,204
2003,7520556,204
2004,7750003,204
2005,7982223,204
2006,8216893,204
2007,8454790,204
2008,8696915,204
2009,8944713,204
2010,9199254,204
2011,9460829,204
2012,9729254,204
2013,10004594,204
2014,10286839,204
2015,10575962,204
2016,10872072,204
2017,11175192,204
2018,11485035,204
2019,11801151,204
2020,12123198,204
1990,59326,60
1991,59021,60
1992,58595,60
1993,58910,60
1994,59320,60
1995,59746,60
1996,60129,60
1997,60497,60
1998,60943,60
1999,61285,60
2000,61833,60
2001,62504,60
2002,62912,60
2003,63325,60
2004,63740,60
2005,64154,60
2006,64523,60
2007,64888,60
2008,65273,60
2009,65636,60
2010,65124,60
2011,64564,60
2012,64798,60
2013,65001,60
2014,65138,60
2015,65237,60
2016,64554,60
2017,63873,60
2018,63919,60
2019,63913,60
2020,63903,60
1990,530801,64
1991,534637,64
1992,534525,64
1993,532590,64
1994,531905,64
1995,534629,64
1996,541471,64
1997,551713,64
1998,564378,64
1999,577886,64
2000,591014,64
2001,603643,64
2002,616025,64
2003,627840,64
2004,638809,64
2005,648744,64
2006,657404,64
2007,664873,64
2008,671611,64
2009,678329,64
2010,685502,64
2011,693297,64
2012,701582,64
2013,710235,64
2014,719053,64
2015,727885,64
2016,736706,64
2017,745563,64
2018,754396,64
2019,763094,64
2020,771612,64
1990,6864839,68
1991,7011456,68
1992,7160917,68
1993,7312857,68
1994,7466792,68
1995,7622334,68
1996,7779268,68
1997,7937453,68
1998,8096761,68
1999,8257066,68
2000,8418270,68
2001,8580244,68
2002,8742822,68
2003,8905820,68
2004,9069044,68
2005,9232301,68
2006,9395449,68
2007,9558438,68
2008,9721457,68
2009,9884790,68
2010,10048597,68
2011,10212951,68
2012,10377677,68
2013,10542375,68
2014,10706517,68
2015,10869732,68
2016,11031822,68
2017,11192853,68
2018,11353140,68
2019,11513102,68
2020,11673029,68
1990,4463422,70
1991,4369320,70
1992,4233673,70
1993,4078940,70
1994,3936527,70
1995,3829049,70
1996,3764419,70
1997,3736070,70
1998,3734338,70
1999,3743353,70
2000,3751176,70
2001,3755514,70
2002,3759389,70
2003,3762179,70
2004,3764194,70
2005,3765332,70
2006,3765422,70
2007,3762791,70
2008,3754261,70
2009,3735945,70
2010,3705478,70
2011,3661173,70
2012,3604972,70
2013,3542598,70
2014,3482106,70
2015,3429362,70
2016,3386263,70
2017,3351534,70
2018,3323929,70
2019,3300998,70
2020,3280815,70
1990,1286756,72
1991,1326321,72
1992,1363541,72
1993,1399110,72
1994,1434061,72
1995,1469173,72
1996,1504724,72
1997,1540424,72
1998,1575827,72
1999,1610260,72
2000,1643333,72
2001,1674674,72
2002,1704637,72
2003,1734387,72
2004,1765533,72
2005,1799077,72
2006,1835911,72
2007,1875458,72
2008,1915636,72
2009,1953495,72
2010,1987106,72
2011,2015406,72
2012,2039551,72
2013,2062551,72
2014,2088619,72
2015,2120716,72
2016,2159925,72
2017,2205076,72
2018,2254067,72
2019,2303703,72
2020,2351625,72
1990,149003225,76
1991,151648007,76
1992,154259382,76
1993,156849086,76
1994,159432717,76
1995,162019889,76
1996,164614682,76
1997,167209046,76
1998,169785253,76
1999,172318674,76
2000,174790339,76
2001,177196051,76
2002,179537523,76
2003,181809244,76
2004,184006479,76
2005,186127108,76
2006,188167353,76
2007,190130445,76
2008,192030362,76
2009,193886505,76
2010,195713637,76
2011,197514541,76
2012,199287292,76
2013,201035904,76
2014,202763744,76
2015,204471759,76
2016,206163056,76
2017,207833825,76
2018,209469320,76
2019,211049519,76
2020,212559409,76
1990,17489,92
1991,18007,92
1992,18443,92
1993,18783,92
1994,19068,92
1995,19307,92
1996,19508,92
1997,19660,92
1998,19820,92
1999,20026,92
2000,20313,92
2001,20675,92
2002,21128,92
2003,21674,92
2004,22329,92
2005,23106,92
2006,24022,92
2007,25050,92
2008,26096,92
2009,27035,92
2010,27796,92
2011,28326,92
2012,28654,92
2013,28850,92
2014,28985,92
2015,29148,92
2016,29355,92
2017,29567,92
2018,29795,92
2019,30033,92
2020,30237,92
1990,258714,96
1991,266208,96
1992,273888,96
1993,281684,96
1994,289452,96
1995,297112,96
1996,304620,96
1997,311962,96
1998,319135,96
1999,326214,96
2000,333166,96
2001,340037,96
2002,346777,96
2003,353295,96
2004,359434,96
2005,365112,96
2006,370262,96
2007,374967,96
2008,379418,96
2009,383902,96
2010,388634,96
2011,393687,96
2012,398997,96
2013,404414,96
2014,409778,96
2015,414914,96
2016,419791,96
2017,424481,96
2018,428960,96
2019,433296,96
2020,437483,96
1990,8718289,100
1991,8632367,100
1992,8540164,100
1993,8472313,100
1994,8443591,100
1995,8406067,100
1996,8362826,100
1997,8312068,100
1998,8256786,100
1999,8210624,100
2000,8170172,100
2001,8009142,100
2002,7837161,100
2003,7775327,100
2004,7716860,100
2005,7658972,100
2006,7601022,100
2007,7545338,100
2008,7492561,100
2009,7444443,100
2010,7395599,100
2011,7348328,100
2012,7305888,100
2013,7265115,100
2014,7223938,100
2015,7177991,100
2016,7127822,100
2017,7075947,100
2018,7025037,100
2019,6975761,100
2020,6934015,100
1990,8811033,854
1991,9050086,854
1992,9297110,854
1993,9552473,854
1994,9816584,854
1995,10089880,854
1996,10372734,854
1997,10665552,854
1998,10968722,854
1999,11282696,854
2000,11607951,854
2001,11944589,854
2002,12293097,854
2003,12654624,854
2004,13030576,854
2005,13421935,854
2006,13829173,854
2007,14252029,854
2008,14689725,854
2009,15141098,854
2010,15605211,854
2011,16081915,854
2012,16571252,854
2013,17072791,854
2014,17586029,854
2015,18110616,854
2016,18646350,854
2017,19193236,854
2018,19751466,854
2019,20321383,854
2020,20903278,854
1990,5438959,108
1991,5564923,108
1992,5685569,108
1993,5798054,108
1994,5898964,108
1995,5987044,108
1996,6060110,108
1997,6122130,108
1998,6185564,108
1999,6267132,108
2000,6378871,108
2001,6525546,108
2002,6704118,108
2003,6909161,108
2004,7131688,108
2005,7364857,108
2006,7607850,108
2007,7862226,108
2008,8126104,108
2009,8397661,108
2010,8675606,108
2011,8958406,108
2012,9245992,108
2013,9540302,108
2014,9844301,108
2015,10160034,108
2016,10488002,108
2017,10827010,108
2018,11175379,108
2019,11530577,108
2020,11890781,108
1990,337953,132
1991,346229,132
1992,355763,132
1993,366057,132
1994,376409,132
1995,386288,132
1996,395533,132
1997,404248,132
1998,412513,132
1999,420456,132
2000,428178,132
2001,435701,132
2002,442955,132
2003,449925,132
2004,456619,132
2005,463034,132
2006,469171,132
2007,475067,132
2008,480846,132
2009,486667,132
2010,492644,132
2011,498858,132
2012,505241,132
2013,511740,132
2014,518276,132
2015,524740,132
2016,531140,132
2017,537499,132
2018,543764,132
2019,549936,132
2020,555988,132
1990,8975597,116
1991,9289298,116
1992,9623899,116
1993,9970727,116
1994,10317901,116
1995,10656145,116
1996,10982919,116
1997,11298594,116
1998,11600510,116
1999,11886464,116
2000,12155241,116
2001,12405411,116
2002,12637719,116
2003,12856171,116
2004,13066475,116
2005,13273355,116
2006,13477705,116
2007,13679953,116
2008,13883835,116
2009,14093605,116
2010,14312205,116
2011,14541421,116
2012,14780454,116
2013,15026330,116
2014,15274506,116
2015,15521435,116
2016,15766290,116
2017,16009413,116
2018,16249795,116
2019,16486542,116
2020,16718971,116
1990,11780086,120
1991,12137912,120
1992,12499499,120
1993,12864091,120
1994,13230978,120
1995,13599984,120
1996,13970812,120
1997,14344444,120
1998,14723772,120
1999,15112598,120
2000,15513944,120
2001,15928910,120
2002,16357605,120
2003,16800869,120
2004,17259322,120
2005,17733408,120
2006,18223677,120
2007,18730283,120
2008,19252674,120
2009,19789922,120
2010,20341236,120
2011,20906392,120
2012,21485267,120
2013,22077300,120
2014,22681853,120
2015,23298376,120
2016,23926549,120
2017,24566070,120
2018,25216261,120
2019,25876387,120
2020,26545864,120
1990,27691138,124
1991,28037420,124
1992,28371264,124
1993,28684764,124
1994,29000663,124
1995,29302311,124
1996,29610218,124
1997,29905948,124
1998,30155173,124
1999,30401286,124
2000,30685730,124
2001,31020902,124
2002,31360079,124
2003,31644028,124
2004,31940655,124
2005,32243753,124
2006,32571174,124
2007,32889025,124
2008,33247118,124
2009,33628895,124
2010,34004889,124
2011,34339328,124
2012,34714222,124
2013,35082954,124
2014,35437435,124
2015,35702908,124
2016,36109487,124
2017,36545236,124
2018,37065084,124
2019,37601230,124
2020,38037204,124
1990,25307,136
1991,26540,136
1992,27784,136
1993,29068,136
1994,30521,136
1995,32161,136
1996,34065,136
1997,36155,136
1998,38330,136
1999,40423,136
2000,42305,136
2001,43934,136
2002,45347,136
2003,46624,136
2004,47899,136
2005,49261,136
2006,50729,136
2007,52280,136
2008,53835,136
2009,55321,136
2010,56672,136
2011,57877,136
2012,58963,136
2013,59933,136
2014,60848,136
2015,61721,136
2016,62564,136
2017,63382,136
2018,64172,136
2019,64948,136
2020,65720,136
1990,2806740,140
1991,2878507,140
1992,2959236,140
1993,3046148,140
1994,3135017,140
1995,3222662,140
1996,3308235,140
1997,3392432,140
1998,3475485,140
1999,3558019,140
2000,3640421,140
2001,3722016,140
2002,3802129,140
2003,3881185,140
2004,3959883,140
2005,4038380,140
2006,4118075,140
2007,4198004,140
2008,4273368,140
2009,4337623,140
2010,4386765,140
2011,4418639,140
2012,4436411,140
2013,4447945,140
2014,4464171,140
2015,4493171,140
2016,4537683,140
2017,4596023,140
2018,4666375,140
2019,4745179,140
2020,4829764,140
1990,5963250,148
1991,6157085,148
1992,6356741,148
1993,6563925,148
1994,6781057,148
1995,7010159,148
1996,7250974,148
1997,7503494,148
1998,7770053,148
1999,8053532,148
2000,8355654,148
2001,8678049,148
2002,9019226,148
2003,9373913,148
2004,9734761,148
2005,10096630,148
2006,10457122,148
2007,10818031,148
2008,11183589,148
2009,11560142,148
2010,11952134,148
2011,12360986,148
2012,12784748,148
2013,13220433,148
2014,13663562,148
2015,14110971,148
2016,14561658,148
2017,15016761,148
2018,15477727,148
2019,15946882,148
2020,16425859,148
1990,13274617,152
1991,13495255,152
1992,13719818,152
1993,13944934,152
1994,14166346,152
1995,14380864,152
1996,14587367,152
1997,14786227,152
1998,14977736,152
1999,15162801,152
2000,15342350,152
2001,15516112,152
2002,15684413,152
2003,15849649,152
2004,16014972,152
2005,16182713,152
2006,16354507,152
2007,16530201,152
2008,16708255,152
2009,16886184,152
2010,17062531,152
2011,17233584,152
2012,17400359,152
2013,17571511,152
2014,17758969,152
2015,17969356,152
2016,18209072,152
2017,18470435,152
2018,18729166,152
2019,18952035,152
2020,19116209,152
1990,1135185000,156
1991,1150780000,156
1992,1164970000,156
1993,1178440000,156
1994,1191835000,156
1995,1204855000,156
1996,1217550000,156
1997,1230075000,156
1998,1241935000,156
1999,1252735000,156
2000,1262645000,156
2001,1271850000,156
2002,1280400000,156
2003,1288400000,156
2004,1296075000,156
2005,1303720000,156
2006,1311020000,156
2007,1317885000,156
2008,1324655000,156
2009,1331260000,156
2010,1337705000,156
2011,1345035000,156
2012,1354190000,156
2013,1363240000,156
2014,1371860000,156
2015,1379860000,156
2016,1387790000,156
2017,1396215000,156
2018,1402760000,156
2019,1407745000,156
2020,1410929362,156
1990,33102569,170
1991,33758328,170
1992,34422568,170
1993,35091272,170
1994,35758978,170
1995,36421438,170
1996,37076387,170
1997,37723803,170
1998,38364307,170
1999,38999468,170
2000,39629965,170
2001,40255956,170
2002,40875363,170
2003,41483872,170
2004,42075953,170
2005,42647731,170
2006,43200901,170
2007,43737512,170
2008,44254972,170
2009,44750054,170
2010,45222699,170
2011,45662747,170
2012,46075721,170
2013,46495492,170
2014,46967706,170
2015,47520667,170
2016,48175048,170
2017,48909844,170
2018,49661056,170
2019,50339443,170
2020,50882884,170
1990,411598,174
1991,423873,174
1992,436454,174
1993,449270,174
1994,462280,174
1995,475394,174
1996,488625,174
1997,501955,174
1998,515382,174
1999,528853,174
2000,542358,174
2001,555895,174
2002,569480,174
2003,583213,174
2004,597230,174
2005,611625,174
2006,626427,174
2007,641624,174
2008,657227,174
2009,673251,174
2010,689696,174
2011,706578,174
2012,723865,174
2013,741511,174
2014,759390,174
2015,777435,174
2016,795597,174
2017,813890,174
2018,832322,174
2019,850891,174
2020,869595,174
1990,34612023,180
1991,35908240,180
1992,37333917,180
1993,38815835,180
1994,40252973,180
1995,41576239,180
1996,42757239,180
1997,43827191,180
1998,44849968,180
1999,45919615,180
2000,47105830,180
2001,48428534,180
2002,49871670,180
2003,51425583,180
2004,53068869,180
2005,54785894,180
2006,56578046,180
2007,58453687,180
2008,60411195,180
2009,62448572,180
2010,64563853,180
2011,66755151,180
2012,69020749,180
2013,71358804,180
2014,73767445,180
2015,76244532,180
2016,78789130,180
2017,81398765,180
2018,84068092,180
2019,86790568,180
2020,89561404,180
1990,2356740,178
1991,2422312,178
1992,2489945,178
1993,2559880,178
1994,2632345,178
1995,2707532,178
1996,2785815,178
1997,2867283,178
1998,2951651,178
1999,3038432,178
2000,3127420,178
2001,3217930,178
2002,3310376,178
2003,3406915,178
2004,3510468,178
2005,3622775,178
2006,3745143,178
2007,3876123,178
2008,4011487,178
2009,4145400,178
2010,4273738,178
2011,4394842,178
2012,4510197,178
2013,4622757,178
2014,4736965,178
2015,4856093,178
2016,4980996,178
2017,5110701,178
2018,5244363,178
2019,5380504,178
2020,5518092,178
1990,3119436,188
1991,3202083,188
1992,3286525,188
1993,3372298,188
1994,3458829,188
1995,3545524,188
1996,3632361,188
1997,3718952,188
1998,3803893,188
1999,3885428,188
2000,3962369,188
2001,4034074,188
2002,4100922,188
2003,4164053,188
2004,4225156,188
2005,4285504,188
2006,4345421,188
2007,4404626,188
2008,4463123,188
2009,4520739,188
2010,4577371,188
2011,4633086,188
2012,4688003,188
2013,4742111,188
2014,4795390,188
2015,4847805,188
2016,4899336,188
2017,4949955,188
2018,4999443,188
2019,5047561,188
2020,5094114,188
1990,11924873,384
1991,12362404,384
1992,12812428,384
1993,13271638,384
1994,13735438,384
1995,14199759,384
1996,14665125,384
1997,15130674,384
1998,15589407,384
1999,16032573,384
2000,16454660,384
2001,16853027,384
2002,17231539,384
2003,17599613,384
2004,17970493,384
2005,18354513,384
2006,18754914,384
2007,19171250,384
2008,19605568,384
2009,20059147,384
2010,20532944,384
2011,21028652,384
2012,21547188,384
2013,22087506,384
2014,22647672,384
2015,23226148,384
2016,23822726,384
2017,24437475,384
2018,25069226,384
2019,25716554,384
2020,26378275,384
1990,4777368,191
1991,4689022,191
1992,4575818,191
1993,4600463,191
1994,4652024,191
1995,4620030,191
1996,4557097,191
1997,4534920,191
1998,4532135,191
1999,4512597,191
2000,4468302,191
2001,4299642,191
2002,4302174,191
2003,4303399,191
2004,4304600,191
2005,4310145,191
2006,4311159,191
2007,4310217,191
2008,4309705,191
2009,4305181,191
2010,4295427,191
2011,4280622,191
2012,4267558,191
2013,4255689,191
2014,4238389,191
2015,4203604,191
2016,4174349,191
2017,4124531,191
2018,4087843,191
2019,4065253,191
2020,4047680,191
1990,10596986,192
1991,10673534,192
1992,10736386,192
1993,10789312,192
1994,10838461,192
1995,10888246,192
1996,10939285,192
1997,10989730,192
1998,11038706,192
1999,11084673,192
2000,11126423,192
2001,11164676,192
2002,11199664,192
2003,11229185,192
2004,11250369,192
2005,11261586,192
2006,11261241,192
2007,11251117,192
2008,11236975,192
2009,11226711,192
2010,11225833,192
2011,11236671,192
2012,11257112,192
2013,11282722,192
2014,11306909,192
2015,11324777,192
2016,11335108,192
2017,11339255,192
2018,11338146,192
2019,11333484,192
2020,11326616,192
1990,145400,531
1991,144403,531
1992,143912,531
1993,144299,531
1994,144630,531
1995,145139,531
1996,146306,531
1997,146956,531
1998,144472,531
1999,139428,531
2000,133860,531
2001,129047,531
2002,129205,531
2003,131897,531
2004,134192,531
2005,137658,531
2006,141239,531
2007,144056,531
2008,145880,531
2009,146833,531
2010,148703,531
2011,150831,531
2012,152088,531
2013,153822,531
2014,155909,531
2015,157980,531
2016,159664,531
2017,160175,531
2018,159336,531
2019,157441,531
2020,154947,531
1990,766616,196
1991,783121,196
1992,800610,196
1993,818750,196
1994,837104,196
1995,855391,196
1996,873426,196
1997,891190,196
1998,908710,196
1999,926049,196
2000,943288,196
2001,960274,196
2002,976968,196
2003,993562,196
2004,1010410,196
2005,1027657,196
2006,1045508,196
2007,1063708,196
2008,1081568,196
2009,1098089,196
2010,1112617,196
2011,1124837,196
2012,1135046,196
2013,1143866,196
2014,1152297,196
2015,1160987,196
2016,1170189,196
2017,1179685,196
2018,1189262,196
2019,1198574,196
2020,1207361,196
1990,10333355,203
1991,10308578,203
1992,10319123,203
1993,10329855,203
1994,10333587,203
1995,10327253,203
1996,10315241,203
1997,10304131,203
1998,10294373,203
1999,10283860,203
2000,10255063,203
2001,10216605,203
2002,10196916,203
2003,10193998,203
2004,10197101,203
2005,10211216,203
2006,10238905,203
2007,10298828,203
2008,10384603,203
2009,10443936,203
2010,10474410,203
2011,10496088,203
2012,10510785,203
2013,10514272,203
2014,10525347,203
